sample_date,am_count,wc_count,origin_lat,origin_lon,destination_lat,destination_lon,arrival_time,scheduled_pickup,time_diff
2024-12-11,1,0,2394,985,1519,433,1042221,1049421,7200
2024-12-11,1,0,720,1851,2287,6,1042428,1049627,7199
2024-12-11,1,0,2173,59,1089,1998,1042611,1049300,6689
2024-12-11,1,0,2376,262,2137,1190,1042789,1049989,7200
2024-12-11,1,0,1105,930,355,959,1043049,1047666,4617
2024-12-11,1,0,1913,1411,1073,1579,1043297,1048692,5395
2024-12-11,1,0,195,659,1207,1244,1043319,1050519,7200
2024-12-11,1,0,1613,806,494,2310,1043551,1050751,7200
2024-12-11,1,0,123,746,29,1983,1043883,1045846,1963
2024-12-11,1,0,976,171,936,1745,1043885,1047451,3566
2024-12-11,1,0,1870,314,757,1399,1043958,1051158,7200
2024-12-11,1,0,718,2024,890,2022,1044000,1044118,118
2024-12-11,1,0,1449,1350,1545,1400,1044000,1047065,3065
2024-12-11,1,0,1071,2249,568,1801,1044096,1047443,3347
2024-12-11,1,0,1417,1180,153,2494,1044250,1051450,7200
2024-12-11,1,0,159,1986,1214,1723,1044455,1045735,1280
2024-12-11,1,0,1219,1855,2231,2170,1044837,1048780,3943
2024-12-11,1,0,915,2384,1095,400,1044975,1052175,7200
2024-12-11,1,0,2268,1167,1491,272,1045340,1049094,3754
2024-12-11,1,0,251,1885,2379,732,1046117,1046787,670
2024-12-11,1,0,158,916,930,1373,1046241,1051621,5380
2024-12-11,1,0,430,2430,1882,136,1046286,1051251,4965
2024-12-11,1,0,380,2488,1239,1812,1046448,1046448,0
2024-12-11,1,0,210,587,182,1908,1046653,1048657,2004
2024-12-11,1,0,397,1193,916,639,1046817,1046817,0
2024-12-11,1,0,309,1886,526,1256,1046826,1053986,7160
2024-12-11,1,0,209,1787,110,62,1046859,1048500,1641
2024-12-11,1,0,985,188,2378,737,1046901,1047621,720
2024-12-11,1,0,734,737,1171,153,1046946,1047418,472
2024-12-11,1,0,99,693,2128,2388,1047385,1051182,3797
2024-12-11,1,0,1917,670,29,286,1047558,1054139,6581
2024-12-11,1,0,480,2258,183,515,1047600,1050710,3110
2024-12-11,1,0,1815,1818,1262,239,1047600,1049548,1948
2024-12-11,1,0,1382,1592,884,1066,1047624,1048166,542
2024-12-11,1,0,1660,1372,2394,857,1047640,1054411,6771
2024-12-11,1,0,1270,223,520,1242,1047793,1052396,4603
2024-12-11,1,0,318,2061,424,1658,1047906,1047906,0
2024-12-11,1,0,287,681,391,277,1048102,1052475,4373
2024-12-11,1,0,1991,1113,1982,1575,1048222,1055262,7040
2024-12-11,1,0,1956,153,1999,944,1048873,1056073,7200
2024-12-11,1,0,2445,1312,1778,1303,1049465,1051274,1809
2024-12-11,1,0,6,61,316,592,1049512,1051889,2377
2024-12-11,1,0,2188,1990,2453,470,1049745,1054191,4446
2024-12-11,1,0,10,258,2087,1343,1049960,1050527,567
2024-12-11,1,0,2383,205,2234,761,1050232,1052610,2378
2024-12-11,1,0,92,1618,1606,2054,1050313,1051723,1410
2024-12-11,1,0,46,1147,1964,1094,1050702,1057123,6421
2024-12-11,1,0,2170,112,306,689,1050772,1054186,3414
2024-12-11,1,0,888,2356,1265,2347,1050958,1053019,2061
2024-12-11,1,0,1991,532,859,30,1051094,1057688,6594
2024-12-11,1,0,2260,195,953,1754,1051161,1055841,4680
2024-12-11,1,0,1680,559,2264,1820,1051200,1054694,3494
2024-12-11,1,0,2178,260,2204,2215,1051200,1052887,1687
2024-12-11,1,0,2417,2250,2421,229,1051204,1051307,103
2024-12-11,1,0,1594,455,2002,1416,1051211,1052001,790
2024-12-11,1,0,2060,2214,461,1738,1051328,1052157,829
2024-12-11,1,0,704,1454,2095,1369,1051870,1058095,6225
2024-12-11,1,0,2128,217,1343,771,1052088,1057396,5308
2024-12-11,1,0,2243,1184,1998,758,1052097,1054019,1922
2024-12-11,1,0,762,29,508,1484,1052575,1053420,845
2024-12-11,1,0,1695,2051,809,973,1052621,1057021,4400
2024-12-11,1,0,132,663,651,881,1052743,1059156,6413
2024-12-11,1,0,814,586,1517,733,1052767,1057420,4653
2024-12-11,1,0,595,358,1327,1465,1053463,1054997,1534
2024-12-11,1,0,2150,657,131,15,1053465,1060294,6829
2024-12-11,1,0,1282,2231,925,95,1054013,1060590,6577
2024-12-11,1,0,1548,956,657,1315,1054061,1060905,6844
2024-12-11,1,0,1897,363,1548,244,1054120,1057913,3793
2024-12-11,1,0,2291,301,1367,1010,1054185,1059187,5002
2024-12-11,1,0,1360,2183,55,967,1054225,1055554,1329
2024-12-11,1,0,2473,1688,757,24,1054265,1055270,1005
2024-12-11,1,0,344,2318,685,2289,1054800,1057889,3089
2024-12-11,1,0,1692,2223,2393,519,1054800,1054997,197
2024-12-11,1,0,550,127,1626,2011,1054854,1055229,375
2024-12-11,1,0,574,2193,570,846,1055198,1058926,3728
2024-12-11,1,0,1932,952,892,2188,1055284,1057458,2174
2024-12-11,1,0,1913,563,627,78,1055395,1057233,1838
2024-12-11,1,0,1971,269,1903,136,1055495,1062694,7199
2024-12-11,1,0,803,62,44,155,1056314,1061267,4953
2024-12-11,1,0,2369,2138,2418,115,1056612,1059917,3305
2024-12-11,1,0,1432,2220,1403,1283,1057187,1063612,6425
2024-12-11,1,0,674,2093,2190,186,1057224,1064424,7200
2024-12-11,1,0,2477,2163,1832,1227,1057310,1060403,3093
2024-12-11,1,0,1101,865,783,2018,1057390,1059918,2528
2024-12-11,1,0,1605,139,2155,715,1057549,1058353,804
2024-12-11,1,0,2229,2033,525,1972,1057717,1063156,5439
2024-12-11,1,0,225,743,278,1510,1057789,1061496,3707
2024-12-11,1,0,106,737,184,656,1057887,1065087,7200
2024-12-11,1,0,1829,1941,339,2280,1057970,1061399,3429
2024-12-11,1,0,756,978,2185,2033,1058161,1059900,1739
2024-12-11,1,0,2355,10,870,2238,1058250,1065081,6831
2024-12-11,1,0,66,101,637,317,1058400,1065007,6607
2024-12-11,1,0,963,2247,1135,2331,1058400,1064256,5856
2024-12-11,1,0,132,1989,1222,1726,1058519,1058945,426
2024-12-11,1,0,1724,1635,2050,372,1058575,1062450,3875
2024-12-11,1,0,1378,1529,529,1720,1058632,1062768,4136
2024-12-11,1,0,1470,1028,1908,2015,1058784,1061479,2695
2024-12-11,1,0,1994,1645,698,185,1058817,1060198,1381
2024-12-11,1,0,467,1566,1964,552,1058846,1063776,4930
2024-12-11,1,0,936,1603,2285,1312,1059020,1065482,6462
2024-12-11,1,0,983,1877,1808,2049,1059032,1066232,7200
2024-12-11,1,0,35,1332,326,144,1059159,1066129,6970
2024-12-11,1,0,1694,1406,422,1267,1059500,1063891,4391
2024-12-11,1,0,1168,2350,1515,1197,1060402,1060802,400
2024-12-11,1,0,1858,941,1599,1967,1060573,1061297,724
2024-12-11,1,0,939,1784,547,1080,1060647,1064757,4110
2024-12-11,1,0,396,933,388,108,1060891,1066724,5833
2024-12-11,1,0,956,2323,2219,163,1060929,1065172,4243
2024-12-11,1,0,469,1511,845,387,1061587,1066000,4413
2024-12-11,1,0,1609,2226,647,1481,1061934,1067215,5281
2024-12-11,1,0,1808,695,748,108,1061974,1064571,2597
2024-12-11,1,0,2245,2420,414,593,1062000,1067718,5718
2024-12-11,1,0,1605,202,359,1610,1062000,1067490,5490
2024-12-11,1,0,1528,654,1107,1722,1062007,1063811,1804
2024-12-11,1,0,803,1368,1181,981,1062271,1064228,1957
2024-12-11,1,0,511,2475,2293,91,1062560,1067945,5385
2024-12-11,1,0,2312,471,806,1374,1062696,1062696,0
2024-12-11,1,0,2255,1529,1121,2276,1063122,1063122,0
2024-12-11,1,0,1866,428,1832,229,1063311,1067547,4236
2024-12-11,1,0,1283,1469,764,1726,1063613,1064700,1087
2024-12-11,1,0,1523,1658,594,1811,1064199,1069040,4841
2024-12-11,1,0,2314,1206,1404,292,1064533,1070858,6325
2024-12-11,1,0,1896,1149,240,892,1064612,1065354,742
2024-12-11,1,0,441,892,1033,308,1064639,1068188,3549
2024-12-11,1,0,969,388,2253,715,1064647,1069371,4724
2024-12-11,1,0,2051,1809,577,582,1064753,1071953,7200
2024-12-11,1,0,210,1792,1727,590,1064755,1071955,7200
2024-12-11,1,0,200,2194,1811,1253,1065040,1071683,6643
2024-12-11,1,0,2281,465,935,443,1065168,1066825,1657
2024-12-11,1,0,2221,1989,402,2282,1065449,1065449,0
2024-12-11,1,0,1236,137,1957,64,1065596,1066939,1343
2024-12-11,1,0,2177,798,1043,853,1065600,1070404,4804
2024-12-11,1,0,2304,1605,1293,2088,1065600,1069232,3632
2024-12-11,1,0,2367,534,1553,1305,1065800,1067799,1999
2024-12-11,1,0,783,1978,836,174,1066371,1073156,6785
2024-12-11,1,0,1438,2481,365,387,1066400,1068165,1765
2024-12-11,1,0,2271,715,2293,2156,1066453,1071757,5304
2024-12-11,1,0,398,981,2230,2307,1066825,1072040,5215
2024-12-11,1,0,982,2190,696,360,1066930,1066930,0
2024-12-11,1,0,935,2346,1465,2193,1066948,1069767,2819
2024-12-11,1,0,1706,21,1066,61,1067259,1073927,6668
2024-12-11,1,0,2159,66,480,2246,1067297,1070678,3381
2024-12-11,1,0,370,1204,2253,34,1067329,1068602,1273
2024-12-11,1,0,390,234,2313,1726,1067508,1067508,0
2024-12-11,1,0,394,1817,504,2393,1067644,1073824,6180
2024-12-11,1,0,1841,1212,2105,1673,1067693,1072678,4985
2024-12-11,1,0,871,867,2066,252,1067977,1072969,4992
2024-12-11,1,0,1502,1751,201,1975,1068114,1075314,7200
2024-12-11,1,0,567,2312,248,1148,1068410,1070375,1965
2024-12-11,1,0,1989,2082,210,610,1068534,1071916,3382
2024-12-11,1,0,2267,278,984,1672,1068981,1069355,374
2024-12-11,1,0,879,214,2110,1366,1069200,1069248,48
2024-12-11,1,0,610,303,376,880,1069200,1074766,5566
2024-12-11,1,0,1453,1806,1006,839,1069210,1071193,1983
2024-12-11,1,0,1449,541,1940,2225,1069339,1075224,5885
2024-12-11,1,0,2288,1329,2194,2261,1069514,1070517,1003
2024-12-11,1,0,1803,241,1170,1086,1069691,1075300,5609
2024-12-11,1,0,1778,248,463,2048,1069753,1069753,0
2024-12-11,1,0,980,644,671,2427,1069879,1072403,2524
2024-12-11,1,0,2334,2302,2121,1645,1070183,1076942,6759
2024-12-11,1,0,544,1497,925,1233,1070552,1074637,4085
2024-12-11,1,0,435,1118,1392,1406,1070862,1076748,5886
2024-12-11,1,0,2199,1971,796,456,1070866,1073089,2223
2024-12-11,1,0,1487,2476,236,218,1071142,1077661,6519
2024-12-11,1,0,684,557,1457,532,1071210,1076956,5746
2024-12-11,1,0,107,1408,459,164,1071464,1074385,2921
2024-12-11,1,0,2194,2468,2408,1995,1071581,1072828,1247
2024-12-11,1,0,460,1653,926,102,1071790,1078990,7200
2024-12-11,1,0,306,590,452,985,1071852,1072102,250
2024-12-11,1,0,383,1773,2271,1740,1072129,1076987,4858
2024-12-11,1,0,1172,5,339,1618,1072700,1079054,6354
2024-12-11,1,0,1830,2061,1848,1187,1072800,1073995,1195
2024-12-11,1,0,2312,1646,30,1136,1072800,1076659,3859
2024-12-11,1,0,1329,358,2491,1181,1073088,1079716,6628
2024-12-11,1,0,2236,602,2411,1711,1073159,1076199,3040
2024-12-11,1,0,2108,1963,1217,1481,1073550,1078718,5168
2024-12-11,1,0,2001,88,1762,593,1073607,1076779,3172
2024-12-11,1,0,955,1029,1941,2161,1074000,1079026,5026
2024-12-11,1,0,570,787,728,773,1074195,1076090,1895
2024-12-11,1,0,2434,1934,1560,1719,1074536,1076488,1952
2024-12-11,1,0,140,2094,494,1513,1074740,1080745,6005
2024-12-11,1,0,251,679,2150,1982,1074965,1077295,2330
2024-12-11,1,0,774,137,1251,128,1075222,1076156,934
2024-12-11,1,0,277,12,1604,613,1075293,1077459,2166
2024-12-11,1,0,2448,1072,2173,689,1075531,1076939,1408
2024-12-11,1,0,344,2288,1912,284,1075615,1079666,4051
2024-12-11,1,0,119,421,1723,577,1075714,1081320,5606
2024-12-11,1,0,120,1759,1141,1135,1075905,1078494,2589
2024-12-11,1,0,671,2138,2262,1423,1075977,1081415,5438
2024-12-11,1,0,242,398,984,1879,1076244,1077641,1397
2024-12-11,1,0,1111,1183,830,583,1076343,1076343,0
2024-12-11,1,0,355,1451,1870,1984,1076400,1079657,3257
2024-12-11,1,0,670,650,776,356,1076400,1077972,1572
2024-12-11,1,0,1805,1724,730,209,1076457,1078127,1670
2024-12-11,1,0,250,547,1819,1966,1076476,1081296,4820
2024-12-11,1,0,1568,1434,860,1191,1076530,1077932,1402
2024-12-11,1,0,965,1089,2210,894,1076739,1077775,1036
2024-12-11,1,0,1075,1590,1588,500,1076990,1077736,746
2024-12-11,1,0,1557,1792,2437,2056,1077099,1077447,348
2024-12-11,1,0,1732,828,171,265,1077678,1082752,5074
2024-12-11,1,0,66,2022,2448,457,1077715,1080666,2951
2024-12-11,1,0,2360,1676,695,701,1077968,1078739,771
2024-12-11,1,0,2432,1525,2133,2064,1078073,1082020,3947
2024-12-11,1,0,1923,360,1694,1931,1078128,1082231,4103
2024-12-11,1,0,2156,2343,2114,246,1078171,1081971,3800
2024-12-11,1,0,753,1317,1080,1112,1078208,1085408,7200
2024-12-11,1,0,2017,2445,2421,381,1078976,1081469,2493
2024-12-11,1,0,527,468,1879,641,1079075,1083179,4104
2024-12-11,1,0,633,1131,1321,2236,1079264,1080943,1679
2024-12-11,1,0,38,2007,603,75,1079378,1079378,0
2024-12-11,1,0,75,1516,676,2394,1079713,1080501,788
2024-12-11,1,0,108,763,1604,833,1080000,1083514,3514
2024-12-11,1,0,1844,8,1049,1975,1080000,1081132,1132
2024-12-11,1,0,727,1994,2259,492,1080214,1085237,5023
2024-12-11,1,0,1946,142,974,19,1080675,1082407,1732
2024-12-11,1,0,263,1492,1576,1268,1080905,1084021,3116
2024-12-11,1,0,98,856,2158,1435,1080951,1082221,1270
2024-12-11,1,0,689,1194,2384,2007,1081271,1081271,0
2024-12-11,1,0,1381,802,365,945,1081322,1088089,6767
2024-12-11,1,0,321,2390,1456,1381,1081652,1082096,444
2024-12-11,1,0,2225,401,2197,2313,1081816,1084115,2299
2024-12-11,1,0,978,1318,378,1447,1081949,1089149,7200
2024-12-11,1,0,1432,483,393,317,1082110,1085220,3110
2024-12-11,1,0,189,2400,585,184,1082202,1088861,6659
2024-12-11,1,0,2295,2357,252,1132,1082260,1087534,5274
2024-12-11,1,0,881,2232,1742,1398,1082375,1087367,4992
2024-12-11,1,0,2470,142,760,1030,1082402,1089602,7200
2024-12-11,1,0,125,59,2164,1578,1082581,1084531,1950
2024-12-11,1,0,2358,597,844,1143,1082728,1082740,12
2024-12-11,1,0,58,1328,1470,777,1082934,1089981,7047
2024-12-11,1,0,1315,1430,1905,2039,1083123,1085400,2277
2024-12-11,1,0,1077,962,1128,557,1083600,1090800,7200
2024-12-11,1,0,1049,1274,898,83,1083600,1086410,2810
2024-12-11,1,0,1391,293,987,160,1083846,1087277,3431
2024-12-11,1,0,1000,437,1554,1601,1083910,1089472,5562
2024-12-11,1,0,1662,838,1299,1754,1084004,1086626,2622
2024-12-11,1,0,1310,2236,2050,1176,1084015,1091215,7200
2024-12-11,1,0,145,2470,1662,766,1084068,1088183,4115
2024-12-11,1,0,1041,2091,483,1010,1084401,1089526,5125
2024-12-11,1,0,1406,2087,1089,763,1084660,1089550,4890
2024-12-11,1,0,438,336,1305,957,1084782,1089712,4930
2024-12-11,1,0,985,1657,1199,1554,1085100,1091073,5973
2024-12-11,1,0,1014,1703,1418,599,1085175,1086708,1533
2024-12-11,1,0,1621,382,1807,1501,1085549,1092749,7200
2024-12-11,1,0,2349,628,361,1775,1085942,1092227,6285
2024-12-11,1,0,786,2466,2008,1531,1086056,1093256,7200
2024-12-11,1,0,1488,63,1664,2186,1086063,1092898,6835
2024-12-11,1,0,275,18,252,1622,1086354,1089503,3149
2024-12-11,1,0,1859,1818,1287,2486,1086681,1092258,5577
2024-12-11,1,0,1845,2497,458,1093,1087067,1090768,3701
2024-12-11,1,0,2421,1154,349,955,1087153,1091523,4370
2024-12-11,1,0,975,835,1780,2230,1087200,1093495,6295
2024-12-11,1,0,1394,1001,2313,1750,1087200,1094400,7200
2024-12-11,1,0,2159,612,285,2079,1087491,1089660,2169
2024-12-11,1,0,839,716,1971,1246,1087690,1091323,3633
2024-12-11,1,0,2324,2047,2443,42,1088606,1090349,1743
2024-12-11,1,0,2031,113,2140,2482,1088886,1092425,3539
2024-12-11,1,0,1191,752,1090,1544,1089133,1089796,663
2024-12-11,1,0,2058,197,1282,1176,1089234,1090660,1426
2024-12-11,1,0,409,843,1983,657,1089258,1095713,6455
2024-12-11,1,0,453,454,87,969,1089349,1090475,1126
2024-12-11,1,0,554,2198,2184,416,1089721,1096556,6835
2024-12-11,1,0,2142,2097,2010,913,1089798,1090720,922
2024-12-11,1,0,327,280,525,1250,1089823,1090972,1149
2024-12-11,1,0,54,59,540,168,1089967,1094012,4045
2024-12-11,1,0,415,1679,2264,1042,1090144,1097240,7096
2024-12-11,1,0,543,1476,750,1440,1090168,1096992,6824
2024-12-11,1,0,1325,756,1296,389,1090444,1090444,0
2024-12-11,1,0,1650,1169,1299,1176,1090578,1091617,1039
2024-12-11,1,0,1744,1426,225,2302,1090746,1097937,7191
2024-12-11,1,0,1846,1077,686,2045,1090753,1097741,6988
2024-12-11,1,0,1993,1906,1883,603,1090800,1093557,2757
2024-12-11,1,0,1326,791,2127,1635,1090800,1092542,1742
2024-12-11,1,0,1600,560,1872,414,1091707,1094983,3276
2024-12-11,1,0,1120,1514,1533,387,1091818,1097467,5649
2024-12-11,1,0,86,847,355,2442,1092401,1096345,3944
2024-12-11,1,0,99,716,2048,2396,1092421,1092707,286
2024-12-11,1,0,1579,708,1831,1757,1092462,1099662,7200
2024-12-11,1,0,1000,1449,1677,2354,1092616,1093596,980
2024-12-11,1,0,370,1915,871,1388,1092629,1099772,7143
2024-12-11,1,0,952,555,239,1588,1092713,1094766,2053
2024-12-11,1,0,1739,2162,1615,1461,1092955,1092955,0
2024-12-11,1,0,797,837,2299,1379,1092992,1097070,4078
2024-12-11,1,0,587,853,974,1409,1093027,1097537,4510
2024-12-11,1,0,394,1563,1204,1433,1093163,1098539,5376
2024-12-11,1,0,556,1326,1656,2457,1093192,1097276,4084
2024-12-11,1,0,139,2011,561,2395,1093473,1098938,5465
2024-12-11,1,0,322,183,2117,631,1093887,1098381,4494
2024-12-11,1,0,270,2361,1897,2153,1094058,1100828,6770
2024-12-11,1,0,1530,1472,1036,1529,1094075,1097679,3604
2024-12-11,1,0,2429,953,2492,1555,1094327,1095911,1584
2024-12-11,1,0,1116,1438,795,839,1094400,1099841,5441
2024-12-11,1,0,28,1106,2198,1723,1094400,1096182,1782
2024-12-11,1,0,861,919,1305,1478,1094545,1096127,1582
2024-12-11,1,0,1151,1337,347,1226,1094610,1094944,334
2024-12-11,1,0,1799,1579,2146,872,1094750,1095343,593
2024-12-11,1,0,1851,1422,739,2102,1094860,1102029,7169
2024-12-11,1,0,1528,2361,1158,621,1094962,1096705,1743
2024-12-11,1,0,1003,161,691,101,1095039,1099986,4947
2024-12-11,1,0,2394,2404,851,161,1095044,1101121,6077
2024-12-11,1,0,2153,517,468,250,1095400,1100499,5099
2024-12-11,1,0,1087,552,1926,2395,1095530,1098227,2697
2024-12-11,1,0,1006,59,1736,2144,1095595,1100850,5255
2024-12-11,1,0,934,789,605,1871,1095640,1095818,178
2024-12-11,1,0,1462,1020,2144,1569,1095677,1098207,2530
2024-12-11,1,0,996,961,945,1663,1096321,1098859,2538
2024-12-11,1,0,1737,2205,2086,962,1096517,1096517,0
2024-12-11,1,0,1999,228,2066,1715,1096583,1099853,3270
2024-12-11,1,0,385,658,1954,1153,1096649,1098885,2236
2024-12-11,1,0,663,1417,1695,1840,1097737,1103443,5706
2024-12-11,1,0,2410,1771,1913,1953,1097961,1101983,4022
2024-12-11,1,0,2044,1413,2360,177,1098000,1100757,2757
2024-12-11,1,0,399,1055,1879,2184,1098000,1098000,0
2024-12-11,1,0,623,1813,1226,869,1098169,1102016,3847
2024-12-11,1,0,1978,2292,2494,849,1098204,1104653,6449
2024-12-11,1,0,507,1638,1171,334,1098214,1101220,3006
2024-12-11,1,0,2084,286,1693,1932,1098414,1098915,501
2024-12-11,1,0,420,431,911,1210,1098681,1105119,6438
2024-12-11,1,0,1975,1867,419,143,1098816,1103032,4216
2024-12-11,1,0,1420,2187,1572,656,1099025,1101585,2560
2024-12-11,1,0,991,1442,859,2013,1099067,1101583,2516
2024-12-11,1,0,1258,1254,970,2441,1099122,1100883,1761
2024-12-11,1,0,2472,1404,1139,492,1099851,1102324,2473
2024-12-11,1,0,1140,900,1976,2002,1099912,1104086,4174
2024-12-11,1,0,2269,954,502,2182,1100152,1104942,4790
2024-12-11,1,0,1851,1843,604,1891,1100276,1106222,5946
2024-12-11,1,0,1219,1446,54,590,1101204,1104340,3136
2024-12-11,1,0,846,755,696,1912,1101236,1105204,3968
2024-12-11,1,0,2193,508,2248,2391,1101317,1106740,5423
2024-12-11,1,0,2142,213,2052,101,1101428,1108550,7122
2024-12-11,1,0,1083,2133,620,2472,1101568,1105522,3954
2024-12-11,1,0,167,91,1569,390,1101600,1103495,1895
2024-12-11,1,0,1003,0,1769,1196,1101600,1101600,0
2024-12-11,1,0,240,270,2430,613,1101718,1104342,2624
2024-12-11,1,0,1497,1322,1100,1148,1101803,1107367,5564
2024-12-11,1,0,510,2349,2034,960,1101822,1102559,737
2024-12-11,1,0,1746,2411,1457,1306,1101947,1104439,2492
2024-12-11,1,0,2441,553,1145,1036,1102004,1108623,6619
2024-12-11,1,0,1178,1655,1684,1963,1102384,1107547,5163
2024-12-11,1,0,1789,2203,1164,1668,1102602,1106666,4064
2024-12-11,1,0,447,230,490,2329,1102702,1106201,3499
2024-12-11,1,0,1101,711,1431,1585,1103165,1108317,5152
2024-12-11,1,0,104,1371,2427,440,1103316,1105726,2410
2024-12-11,1,0,275,209,2233,2456,1103641,1106886,3245
2024-12-11,1,0,1989,1654,2140,340,1103807,1104398,591
2024-12-11,1,0,797,2231,1172,1944,1104335,1109621,5286
2024-12-11,1,0,231,2265,399,923,1104352,1108072,3720
2024-12-11,1,0,921,1077,1985,259,1104629,1109331,4702
2024-12-11,1,0,1314,970,2213,1101,1104637,1107175,2538
2024-12-11,1,0,1778,1475,1412,557,1104657,1109477,4820
2024-12-11,1,0,1728,1343,1762,2458,1104961,1105056,95
2024-12-11,1,0,1580,258,2299,903,1105200,1110108,4908
2024-12-11,1,0,2317,981,762,1435,1105200,1110666,5466
2024-12-11,1,0,1281,2335,345,147,1105217,1107219,2002
2024-12-11,1,0,2125,837,1954,499,1105338,1105338,0
2024-12-11,1,0,985,1280,1598,2317,1105375,1105496,121
2024-12-11,1,0,2365,1101,2494,218,1105565,1112741,7176
2024-12-11,1,0,1810,828,919,2086,1106026,1109510,3484
2024-12-11,1,0,1044,395,1770,1424,1106034,1108453,2419
2024-12-11,1,0,2221,2283,1058,2137,1106199,1111704,5505
2024-12-11,1,0,2472,421,730,1290,1106364,1108524,2160
2024-12-11,1,0,1668,621,1722,1794,1106449,1108112,1663
2024-12-11,1,0,1739,126,1141,1854,1106607,1111893,5286
2024-12-11,1,0,1141,1071,1932,437,1106686,1107910,1224
2024-12-11,1,0,1866,146,287,2360,1107380,1110415,3035
2024-12-11,1,0,2482,1938,1581,1474,1107484,1112159,4675
2024-12-11,1,0,2340,137,762,719,1107763,1110771,3008
2024-12-11,1,0,967,1813,1751,307,1108187,1109674,1487
2024-12-11,1,0,356,787,730,752,1108403,1109142,739
2024-12-11,1,0,2283,926,713,983,1108583,1108806,223
2024-12-11,1,0,795,385,2321,2486,1108777,1109490,713
2024-12-11,1,0,894,1702,260,2384,1108800,1116000,7200
2024-12-11,1,0,355,1049,991,1247,1108800,1109578,778
2024-12-11,1,0,107,1755,155,1820,1109621,1112980,3359
2024-12-11,1,0,15,538,867,482,1109750,1111371,1621
2024-12-11,1,0,80,88,2075,1408,1110174,1116612,6438
2024-12-11,1,0,1121,395,2025,2069,1110260,1113343,3083
2024-12-11,1,0,1086,1823,2456,1295,1110340,1117017,6677
2024-12-11,1,0,975,2208,1963,1032,1110559,1115029,4470
2024-12-11,1,0,1020,1141,1340,413,1110908,1111471,563
2024-12-11,1,0,845,719,1230,1158,1111002,1116254,5252
2024-12-11,1,0,961,888,1143,848,1111316,1115539,4223
2024-12-11,1,0,1863,1587,630,1613,1111343,1116162,4819
2024-12-11,1,0,1460,2174,2085,527,1111361,1113757,2396
2024-12-11,1,0,1963,673,870,293,1111383,1117416,6033
2024-12-11,1,0,1132,1529,1266,1066,1111461,1116371,4910
2024-12-11,1,0,1112,1152,922,1875,1111635,1117623,5988
2024-12-11,1,0,281,2334,579,1192,1111719,1113716,1997
2024-12-11,1,0,1493,1269,2160,2020,1111804,1114578,2774
2024-12-11,1,0,341,1689,1261,1190,1111969,1114742,2773
2024-12-11,1,0,1784,975,1080,1542,1111979,1117009,5030
2024-12-11,1,0,897,1222,802,467,1112400,1113663,1263
2024-12-11,1,0,1118,2364,147,2100,1112400,1114759,2359
2024-12-11,1,0,1740,1317,1951,1916,1112736,1114518,1782
2024-12-11,1,0,901,1925,192,1324,1112744,1114017,1273
2024-12-11,1,0,328,1226,924,264,1112864,1115476,2612
2024-12-11,1,0,2263,725,1486,2196,1113267,1115416,2149
2024-12-11,1,0,1302,1823,169,1333,1113277,1120477,7200
2024-12-11,1,0,1021,487,1821,256,1113853,1117756,3903
2024-12-11,1,0,816,2229,440,1160,1114156,1118988,4832
2024-12-11,1,0,2225,1373,911,1561,1114230,1120466,6236
2024-12-11,1,0,1408,325,1878,714,1114386,1120778,6392
2024-12-11,1,0,1124,593,841,818,1114394,1114394,0
2024-12-11,1,0,2265,869,2348,2287,1114413,1116718,2305
2024-12-11,1,0,659,2013,1170,696,1114631,1120096,5465
2024-12-11,1,0,399,1877,1554,1657,1114701,1120047,5346
2024-12-11,1,0,1818,869,2326,1105,1114754,1116510,1756
2024-12-11,1,0,75,2019,1177,1667,1115549,1117474,1925
2024-12-11,1,0,1693,1940,157,1070,1115837,1117875,2038
2024-12-11,1,0,1786,1320,888,2000,1115849,1122272,6423
2024-12-11,1,0,2387,823,800,1456,1115945,1120950,5005
2024-12-11,1,0,1143,2348,2486,827,1116000,1121986,5986
2024-12-11,1,0,2157,1932,294,2042,1116000,1123128,7128
2024-12-11,1,0,1318,940,356,43,1116029,1122202,6173
2024-12-11,1,0,1284,571,757,1232,1116484,1120143,3659
2024-12-11,1,0,2139,867,1261,899,1116504,1120865,4361
2024-12-11,1,0,1995,391,368,2139,1116793,1119298,2505
2024-12-11,1,0,1590,1659,512,1068,1117314,1120885,3571
2024-12-11,1,0,1119,1859,785,1280,1117533,1118415,882
2024-12-11,1,0,1488,1564,1495,1018,1117710,1122462,4752
2024-12-11,1,0,2463,2079,1808,980,1117979,1124002,6023
2024-12-11,1,0,333,1659,468,1927,1118032,1120758,2726
2024-12-11,1,0,1892,236,2231,1412,1118108,1125266,7158
2024-12-11,1,0,1682,2095,2465,654,1118487,1119200,713
2024-12-11,1,0,1815,832,339,2368,1118507,1119562,1055
2024-12-11,1,0,1196,2264,1402,246,1118694,1120428,1734
2024-12-11,1,0,39,2498,447,1743,1119152,1124874,5722
2024-12-11,1,0,153,1257,1529,66,1119170,1122477,3307
2024-12-11,1,0,633,1283,2371,269,1119210,1122166,2956
2024-12-11,1,0,1451,1198,1655,2339,1119233,1121193,1960
2024-12-11,1,0,2265,908,386,1572,1119257,1125619,6362
2024-12-11,1,0,2193,321,582,2365,1119600,1124913,5313
2024-12-11,1,0,1349,2461,2127,1881,1119600,1126800,7200
